00000,PR,0058.2,-34.43555,-58.92193
00001,PR,0192.9,-34.43555,-58.92193
00002,PR,0383.3,-34.43555,-58.92193
00003,PR,0513.6,-34.43555,-58.92193
00004,PR,0584.0,-34.43555,-58.92193
00005,PR,0629.2,-34.43555,-58.92193
00006,PR,0660.6,-34.43555,-58.92193
00007,PR,0683.8,-34.43555,-58.92193
00008,PR,0692.8,-34.43555,-58.92193
00009,PR,0690.6,-34.43555,-58.92193
00010,PR,0692.0,-34.43555,-58.92193
00011,PR,0689.6,-34.43555,-58.92193
00012,PR,0688.2,-34.43555,-58.92193
00013,PO,0684.8,-34.43555,-58.92193
00014,PO,0681.3,-34.43555,-58.92193
00015,PO,0676.8,-34.43555,-58.92193
00016,PO,0672.4,-34.43555,-58.92193
00017,PO,0666.5,-34.43555,-58.92193
00018,PO,0660.4,-34.43555,-58.92193
00019,PO,0582.5,-34.43555,-58.92193
00020,PO,0599.0,-34.43555,-58.92193
00021,PO,0604.2,-34.43555,-58.92193
00022,PO,0604.1,-34.43555,-58.92193
00023,PO,0602.2,-34.43555,-58.92193
00024,PO,0599.7,-34.43555,-58.92193
00025,PO,0595.8,-34.43555,-58.92193
00026,PO,0587.7,-34.43555,-58.92193
00027,PO,0582.9,-34.43555,-58.92193
00028,PO,0578.0,-34.43555,-58.92193
00029,PO,0572.7,-34.43555,-58.92193
00030,PO,0566.3,-34.43555,-58.92193
00031,PO,0558.8,-34.43555,-58.92193
00032,PO,0551.9,-34.43555,-58.92193
00033,PO,0543.3,-34.43555,-58.92193
00034,PO,0504.6,-34.43555,-58.92193
00035,PO,0503.5,-34.43555,-58.92193
00036,PO,0501.4,-34.43555,-58.92193
00037,PO,0497.9,-34.43555,-58.92193
00038,PO,0492.6,-34.43555,-58.92193
00039,PO,0487.6,-34.43555,-58.92193
00040,PO,0431.4,-34.43555,-58.92193
00041,PO,0441.1,-34.43555,-58.92193
00042,PO,0442.7,-34.43555,-58.92193
00043,PO,0441.4,-34.43555,-58.92193
00044,PO,0438.6,-34.43555,-58.92193
00045,PO,0435.3,-34.43555,-58.92193
00046,PO,0428.4,-34.43555,-58.92193
00047,PO,0424.2,-34.43555,-58.92193
00048,PO,0420.1,-34.43555,-58.92193
00049,PO,0415.6,-34.43555,-58.92193
00050,PO,0411.0,-34.43555,-58.92193
00051,PO,0405.9,-34.43555,-58.92193
00052,PO,0400.6,-34.43555,-58.92193
00053,PO,0394.8,-34.43555,-58.92193
00054,PO,0388.7,-34.43555,-58.92193
00055,PO,0381.7,-34.43555,-58.92193
00056,PO,0375.1,-34.43555,-58.92193
00057,PO,0368.6,-34.43555,-58.92193
00058,PO,0361.7,-34.43555,-58.92193
00059,PO,0354.9,-34.43555,-58.92193
00060,PO,0348.0,-34.43555,-58.92193
00061,PO,0339.9,-34.43555,-58.92193
00062,PO,0332.3,-34.43555,-58.92193
00063,PO,0326.2,-34.43555,-58.92193
00064,PO,0319.6,-34.43555,-58.92193
00065,PO,0313.6,-34.43555,-58.92193
00066,PO,0306.9,-34.43555,-58.92193
00067,PO,0298.9,-34.43555,-58.92193
00068,PO,0292.0,-34.43555,-58.92193
00069,PO,0288.0,-34.43555,-58.92193
00070,PO,0284.2,-34.43555,-58.92193
00071,PO,0280.1,-34.43555,-58.92193
00072,PO,0275.7,-34.43555,-58.92193
00073,PO,0271.6,-34.43555,-58.92193
00074,PO,0267.6,-34.43555,-58.92193
00075,PO,0263.6,-34.43555,-58.92193
00076,PO,0259.7,-34.43555,-58.92193
00077,PO,0255.3,-34.43555,-58.92193
00078,PO,0245.7,-34.43555,-58.92193
00079,PO,0130.6,-34.43555,-58.92193
00080,PO,0177.9,-34.43555,-58.92193
00081,PO,0197.7,-34.43555,-58.92193
00082,PO,0200.1,-34.43555,-58.92193
00083,PO,0201.1,-34.43555,-58.92193
00084,PO,0200.7,-34.43555,-58.92193
00085,PO,0199.1,-34.43555,-58.92193
00086,PO,0196.5,-34.43555,-58.92193
00087,PO,0194.2,-34.43555,-58.92193
00088,PO,0191.5,-34.43555,-58.92193
00089,PO,0188.6,-34.43555,-58.92193
00090,PO,0185.3,-34.43555,-58.92193
00091,PO,0181.6,-34.43555,-58.92193
00092,PO,0177.3,-34.43555,-58.92193
00093,PO,0171.8,-34.43555,-58.92193
00094,PO,0160.1,-34.43555,-58.92193
00095,PO,0153.0,-34.43555,-58.92193
00096,PO,0146.8,-34.43555,-58.92193
00097,PO,0118.7,-34.43555,-58.92193
00098,PO,0118.2,-34.43555,-58.92193
00099,PO,0116.2,-34.43555,-58.92193
00100,PO,0113.4,-34.43555,-58.92193
00101,PO,0109.3,-34.43555,-58.92193
00102,PO,0105.3,-34.43555,-58.92193
00103,PO,0101.1,-34.43555,-58.92193
00104,PO,0096.7,-34.43555,-58.92193
00105,PO,0091.7,-34.43555,-58.92193
00106,PO,0086.5,-34.43555,-58.92193
00107,PO,0080.5,-34.43555,-58.92193
00108,PO,0071.5,-34.43555,-58.92193
00109,PO,0061.7,-34.43555,-58.92193
00110,PO,0023.5,-34.43555,-58.92193
00111,PO,0024.5,-34.43555,-58.92193
00112,PO,0022.8,-34.43555,-58.92193
00113,PO,0021.3,-34.43555,-58.92193
00114,PO,0018.3,-34.43555,-58.92193
00115,PO,0015.5,-34.43555,-58.92193
00116,PO,0012.4,-34.43555,-58.92193
00117,PO,0009.0,-34.43555,-58.92193
00118,PO,0006.1,-34.43555,-58.92193
00119,PO,0003.8,-34.43555,-58.92193
00120,PO,0002.0,-34.43555,-58.92193
00121,LA,0000.0,-34.43555,-58.92193
00122,LA,0000.0,-34.43555,-58.92193
00123,LA,0000.0,-34.43555,-58.92193
00124,LA,0000.0,-34.43555,-58.92193
00125,LA,0000.0,-34.43555,-58.92193
00126,LA,0000.0,-34.43555,-58.92193
00127,LA,0000.0,-34.43555,-58.92193
00128,LA,0000.0,-34.43555,-58.92193
00129,LA,0000.0,-34.43555,-58.92193
00130,LA,0000.0,-34.43555,-58.92193
00131,LA,0000.0,-34.43555,-58.92193
00132,LA,0000.0,-34.43555,-58.92193
00133,LA,0000.0,-34.43555,-58.92193
00134,LA,0000.0,-34.43555,-58.92193
00135,LA,0000.0,-34.43555,-58.92193
00136,LA,0000.0,-34.43555,-58.92193
00137,LA,0000.0,-34.43555,-58.92193
00138,LA,0000.0,-34.43555,-58.92193
00139,LA,0000.0,-34.43555,-58.92193
00140,LA,0000.0,-34.43555,-58.92193
